"Digits before decimal. Example: for 1.000, use 1 (or 2 if your scale encodes 01.000).",أرقام قبل الفاصلة العشرية. مثال: لـ 1.000، استخدم 1 (أو 2 إذا كان ميزانك يُشفّر 01.000).
Disable,تعطيل
Disabled,معطل
Discount,خصم
Discount %,الخصم %
Discount Amount,قيمة الخصم
Discount Percentage,نسبة الخصم
Discount Type,نوع الخصم
Discount amount,مبلغ الخصم
Draft,مشروع
Draft invoice deleted,تم حذف فاتورة المسودة
Draft invoice restored to cart,تم استعادة فاتورة المسودة إلى السلة
Email,البريد الإلكتروني
Email Address,البريد الالكتروني
Email ID,معرّف البريد الإلكتروني
Email Sent Successfully,تم إرسال البريد الإلكتروني بنجاح
Email address,عنوان البريد الإلكتروني
Email or Username,البريد الإلكتروني أو اسم المستخدم
Enable only if barcode also contains price segment.,فعّل فقط إذا كان الباركود يحتوي أيضاً على مقطع السعر.
"Enable when your barcode starts with a fixed prefix value (for example, 331).",فعّل عندما يبدأ الباركود بقيمة بادئة ثابتة (مثال: 331).
Enroll Customer,تسجيل العميل
Enrolled,المقيدين
Enrolling...,التسجيل ...
Enter coupon code...,أدخل رمز القسيمة...
Enter reason for this transaction...,أدخل سبب هذه المعاملة...
Enter supplier name,أدخل اسم المورد
Enter the email address associated with your account,أدخل عنوان البريد الإلكتروني المرتبط بحسابك
Enter your email address,أدخل عنوان بريدك الإلكتروني
Enter your email or username,أدخل بريدك الإلكتروني أو اسم المستخدم
Enter your email to receive a password reset link,أدخل بريدك الإلكتروني لتلقي رابط إعادة تعيين كلمة المرور
Enter your password,أدخل كلمة المرور
Expected,المتوقع
Expected Amount,المبلغ المتوقع
Expense,نفقة
Expense Account,حساب النفقات
Expense Account is required for expense entries.,حساب النفقات مطلوب لقيود النفقات.
Expense account is required,حساب النفقات مطلوب
Expense account is required for POS Expense.,حساب النفقات مطلوب لنفقات نقاط البيع.
Expense target account must match Expense Account.,يجب أن يتطابق حساب هدف النفقة مع حساب النفقات.
Expires,تنتهي
Failed to create payment request: {0},فشل إنشاء طلب الدفع: {0}
Failed to delete draft invoice,فشل حذف فاتورة المسودة
Failed to fetch draft invoices,فشل جلب فواتير المسودة
Failed to load draft invoice,فشل تحميل فاتورة المسودة
Failed to reconcile Credit Note {0}: {1},فشل تسوية إشعار الدائن {0}: {1}
Failed to reconcile Journal Entry {0}: {1},فشل تسوية القيد اليومي {0}: {1}
Failed to reconcile Payment Entry {0}: {1},فشل تسوية قيد الدفع {0}: {1}
Failed to record cash movement,فشل تسجيل حركة النقد
Failed to save draft: {0},فشل حفظ المسودة: {0}
Failed to validate coupon,فشل التحقق من القسيمة
Final Customer Offer,العرض النهائي للعميل
"Fixed starting value of all scale barcodes (for example, 331). If set, barcodes not starting with this value are ignored.",القيمة الثابتة لبداية جميع باركودات الميزان (مثال: 331). إذا تم تعيينها، يتم تجاهل الباركودات التي لا تبدأ بهذه القيمة.
Forgot password?,نسيت كلمة المرور؟
Generate and print barcode labels for items,إنشاء وطباعة ملصقات الباركود للعناصر
Generating...,جارٍ الإنشاء...
Gift Card,كرت هدية
Give Item,منح عنصر
Give Item Row ID,معرّف صف منح العنصر
Give Product,منح منتج
Given Quantity,الكمية الممنوحة
Grand Total,المجموع الإجمالي
In Transit,في مرحلة انتقالية
In-Transit,في العبور
In-Transit Stock,مخزون في العبور
Include QR Code,تضمين رمز QR
Individual,فرد
Invalid Opening Entry,إدخال فتح غير صالح
Invalid POS Opening Shift data provided.,بيانات نوبة فتح نقاط البيع المقدمة غير صالحة.
Invalid Period,فترة غير صالحة
Invalid language code,رمز اللغة غير صالح
Invalid language code format: {0},تنسيق رمز اللغة غير صالح: {0}
Invalid movement type for journal entry.,نوع الحركة غير صالح للقيد اليومي.
Invalid movement type.,نوع الحركة غير صالح.
Invalid or already used coupon code,رمز القسيمة غير صالح أو مستخدم بالفعل
Invalid or expired coupon code,رمز القسيمة غير صالح أو منتهي الصلاحية
Invalid payload for cash movement.,بيانات حركة النقد غير صالحة.
Invalid posting date.,تاريخ الترحيل غير صالح.
Invalid {0} filter,فلتر {0} غير صالح
Invoice,فاتورة
Invoice Amount,مبلغ الفاتورة
Invoice Currency,عملة الفاتورة
Invoice details,تفاصيل الفاتورة
Invoice name is required for update,اسم الفاتورة مطلوب للتحديث
Invoice {0} Deleted,تم حذف الفاتورة {0}
Invoice {0} does not exist,الفاتورة {0} غير موجودة
Invoice {0} not found,الفاتورة {0} غير موجودة
Item,السلعة
Item Code,رمز السلعة
Item Code and Price List are required,رمز العنصر وقائمة الأسعار مطلوبان
Item Code is required,رمز العنصر مطلوب
Item Discounts,خصومات العناصر
Item Group,مجموعة الصنف
Item Price,سعر الصنف
Item Price has been added or updated,تم إضافة سعر العنصر أو تحديثه
Item Rate Should Less Then,يجب أن يكون سعر العنصر أقل من
Item code digits,أرقام رمز العنصر
Item code is required.,رمز العنصر مطلوب.
Item code starting position,موضع بداية رمز العنصر
Item {0} was not in the original invoice {1},العنصر {0} لم يكن في الفاتورة الأصلية {1}
"Item {0}: Cannot return {1} units. Only {2} units remaining for return (Original: {3}, Already returned: {4})",العنصر {0}: لا يمكن إرجاع {1} وحدة. {2} وحدة فقط متبقية للإرجاع (الأصلي: {3}، تم الإرجاع بالفعل: {4})
"Item {0}: Cannot return {1}, maximum returnable is {2}",العنصر {0}: لا يمكن إرجاع {1}، الحد الأقصى القابل للإرجاع هو {2}
Item {0}: Discount {1}% exceeds maximum allowed {2}%,العنصر {0}: الخصم {1}% يتجاوز الحد الأقصى المسموح به {2}%
Item {0}: Quantity must be greater than zero,العنصر {0}: يجب أن تكون الكمية أكبر من صفر
Item {0}: Rate cannot be negative,العنصر {0}: لا يمكن أن يكون السعر سالباً
Items,الاصناف
Journal Entry,القيود اليومية
Journal Entry {0} has no unallocated amount remaining.,القيد اليومي {0} لا يوجد به مبلغ غير مخصص متبقٍ.
Label,ملصق
Label Size,حجم الملصق
Large (60×40mm),كبير (60×40 ملم)
Linked Invoices,الفواتير المرتبطة
Loading in-transit stock...,جارٍ تحميل المخزون في العبور...
Loading pending orders...,جارٍ تحميل الطلبات المعلقة...
Loading suppliers...,جارٍ تحميل الموردين...
Loyalty,الولاء
Loyalty Information,معلومات الولاء
Loyalty Point,نقطة ولاء
Loyalty Point Scheme,نظام نقاط الولاء
Loyalty Points,نقاط الولاء
Loyalty Points Redeemed,نقاط الولاء المستردة
Loyalty Program,برنامج الولاء
Loyalty Program is required,برنامج الولاء مطلوب
Loyalty Program {0} not found,برنامج الولاء {0} غير موجود
Manage loyalty for,إدارة الولاء لـ
Material transfers awaiting receipt at your warehouse,تحويلات المواد بانتظار الاستلام في مستودعك
Max Amount,أقصى مبلغ
Max Quantity,الكمية القصوى
Maximum Use,الاستخدام الأقصى
Medium (50×30mm),متوسط (50×30 ملم)
Method,طريقة
Min Amount,الحد الأدنى للمبلغ
Min Quantity,الكمية الدنيا
Missing Dependency,تبعية مفقودة
Mobile,التليفون المحمول
Mobile NO,رقم الجوال
Mode Of Payment,طريقة الدفع
Mode of Payment,طريقة الدفع
Mode of Payments,طريقة الدفع
Modes of Payment,طرق الدفع
Movement Type,نوع الحركة
Movement Type must be Expense or Deposit.,يجب أن يكون نوع الحركة نفقة أو إيداع.
Net Total,صافي المجموع
No allocation made for credit note {0},لم يتم إجراء أي تخصيص لإشعار الدائن {0}
No allocation made for payment {0},لم يتم إجراء أي تخصيص للدفع {0}
No allocation was recorded for Credit Note {0}.,لم يتم تسجيل أي تخصيص لإشعار الدائن {0}.
No allocation was recorded for Journal Entry {0}.,لم يتم تسجيل أي تخصيص للقيد اليومي {0}.
No allocation was recorded for Payment Entry {0}.,لم يتم تسجيل أي تخصيص لقيد الدفع {0}.
No allocations were made.,لم يتم إجراء أي تخصيصات.
No batches available in {0} for {1}.,لا توجد دفعات متاحة في {0} لـ {1}.
No draft invoices found,لم يتم العثور على فواتير مسودة
No groups found,لم يتم العثور على مجموعات
No in-transit stock,لا يوجد مخزون في العبور
No items found,لم يتم العثور على عناصر
No items in cart to save.,لا توجد عناصر في السلة للحفظ.
No items selected,لم يتم تحديد أي عناصر
No items to invoice. Please ensure there are items on the Purchase Order.,لا توجد عناصر للفوترة. يرجى التأكد من وجود عناصر في طلب الشراء.
No items to receive.,لا توجد عناصر للاستلام.
No items to receive. Please enter received quantities.,لا توجد عناصر للاستلام. يرجى إدخال الكميات المستلمة.
No items to return.,لا توجد عناصر للإرجاع.
No loyalty programs available,لا توجد برامج ولاء متاحة
No matches found,لم يتم العثور على تطابقات
No material transfers pending receipt,لا توجد تحويلات مواد معلقة الاستلام
No open shift found. Please open a shift first.,لم يتم العثور على نوبة مفتوحة. يرجى فتح نوبة أولاً.
No orders found,لم يتم العثور على طلبات
No outstanding invoices available for allocation of credit note {0},لا توجد فواتير مستحقة متاحة لتخصيص إشعار الدائن {0}
No outstanding invoices available for allocation of payment {0},لا توجد فواتير مستحقة متاحة لتخصيص الدفع {0}
No outstanding invoices were available to reconcile Credit Note {0}.,لم تكن هناك فواتير مستحقة متاحة لتسوية إشعار الدائن {0}.
No outstanding invoices were available to reconcile Journal Entry {0}.,لم تكن هناك فواتير مستحقة متاحة لتسوية القيد اليومي {0}.
No outstanding invoices were available to reconcile Payment Entry {0}.,لم تكن هناك فواتير مستحقة متاحة لتسوية قيد الدفع {0}.
No outstanding invoices were found for {0}.,لم يتم العثور على فواتير مستحقة لـ {0}.
No pending stock,لا يوجد مخزون معلق
"No query filters. Click \""Add Filter\"" to add one.","لا توجد فلاتر استعلام. انقر على \""إضافة فلتر\"" لإضافة واحد."
No suppliers found,لم يتم العثور على موردين
No unallocated payments were available for reconciliation.,لم تكن هناك مدفوعات غير مخصصة متاحة للتسوية.
No valid batches available in {0} for {1}.,لا توجد دفعات صالحة متاحة في {0} لـ {1}.
No valid items to receive.,لا توجد عناصر صالحة للاستلام.
No valid items to return.,لا توجد عناصر صالحة للإرجاع.
Not Enrolled,غير مسجل
Number of decimal places encoded for the price.,عدد المنازل العشرية المُشفَّرة للسعر.
Number of digits representing the price before decimal places.,عدد الأرقام التي تمثل السعر قبل المنازل العشرية.
Numpad,لوحة الأرقام
Offer,عرض
Offer Applied,تم تطبيق العرض
Offer Name,اسم العرض
Offers &amp; Coupons,العروض والقسائم
Offline,غير متصل
Only One Use Per Customer,استخدام واحد فقط لكل عميل
Only cancelled POS Cash Movement records can be deleted.,يمكن حذف سجلات حركات النقد الملغاة في نقاط البيع فقط.
Only cancelled cash movements can be deleted.,يمكن حذف حركات النقد الملغاة فقط.
Only draft Quotations can be updated,يمكن تحديث عروض الأسعار المسودة فقط
Only draft Sales Orders can be updated,يمكن تحديث طلبات المبيعات المسودة فقط
Only draft invoices can be deleted,يمكن حذف الفواتير المسودة فقط
Only draft invoices can be updated,يمكن تحديث الفواتير المسودة فقط
Only draft invoices can be updated and submitted,يمكن تحديث وتقديم الفواتير المسودة فقط
Only submitted cash movements can be cancelled.,يمكن إلغاء حركات النقد المقدمة فقط.
Only submitted or cancelled cash movements can be duplicated.,يمكن تكرار حركات النقد المقدمة أو الملغاة فقط.
Only the shift owner can create cash movement entries.,يمكن لمالك النوبة فقط إنشاء قيود حركات النقد.
Open,فتح
Opening,افتتاحي
Opening Amount,مبلغ الافتتاح
Opening Balance Details,تفاصيل الرصيد الافتتاحي
Order History,سجل الطلبات
Order only,الطلب فقط
Order saved as draft,تم حفظ الطلب كمسودة
Orders,أوامر
Original invoice {0} not found,الفاتورة الأصلية {0} غير موجودة
Out of Stock,إنتهى من المخزن
Outgoing Stock Entry is required.,قيد المخزون الصادر مطلوب.
POS,نقطة البيع
POS Allowed Expense Account,حساب النفقات المسموح به في نقاط البيع
POS Allowed Source Account,حساب المصدر المسموح به في نقاط البيع
POS Cash Movement,حركة نقد نقاط البيع
POS Closing Shift,نوبة إغلاق نقاط البيع
POS Closing Shift Detail,تفاصيل نوبة إغلاق نقاط البيع
POS Closing Shift Taxes,ضرائب نوبة إغلاق نقاط البيع
POS Closing Shift {} against {} between selected period,نوبة إغلاق نقاط البيع {} مقابل {} بين الفترة المحددة
POS Coupon,قسيمة نقاط البيع
POS Coupon Detail,تفاصيل قسيمة نقاط البيع
POS Expense,نفقة نقاط البيع
POS Expense is disabled for this POS Profile.,نفقة نقاط البيع معطلة لهذا الملف التعريفي لنقاط البيع.
POS Invoice,فاتورة نقاط البيع
POS Offer,عرض نقاط البيع
POS Offer Detail,تفاصيل عرض نقاط البيع
POS Offer is disabled.,عرض نقاط البيع معطل.
POS Opening Shift,نوبة فتح نقاط البيع
POS Opening Shift Detail,تفاصيل نوبة فتح نقاط البيع
POS Opening Shift is required,نوبة فتح نقاط البيع مطلوبة
POS Opening Shift is required to compute the overview.,نوبة فتح نقاط البيع مطلوبة لحساب النظرة العامة.
POS Opening Shift is required.,نوبة فتح نقاط البيع مطلوبة.
POS Opening Shift must be submitted and open.,يجب تقديم نوبة فتح نقاط البيع وفتحها.
POS Opening Shift not found.,نوبة فتح نقاط البيع غير موجودة.
POS Opening Shift {0} is not for the same POS Profile,نوبة فتح نقاط البيع {0} ليست لنفس ملف نقاط البيع
POS Opening Shift {0} is not for the same company,نوبة فتح نقاط البيع {0} ليست لنفس الشركة
POS Payment Entry Reference,مرجع قيد دفع نقاط البيع
POS Payments,مدفوعات نقاط البيع
POS Print Format Rule,قاعدة تنسيق طباعة نقاط البيع
POS Profile,الملف الشخصي لنقطة البيع
POS Profile company must match active POS Opening Shift company.,يجب أن تتطابق شركة ملف نقاط البيع مع شركة نوبة فتح نقاط البيع النشطة.
POS Profile is not set. Please close and reopen the shift.,ملف نقاط البيع غير محدد. يرجى إغلاق النوبة وإعادة فتحها.
POS Profile is required,ملف نقاط البيع مطلوب
POS Profile is required to create purchase documents.,ملف نقاط البيع مطلوب لإنشاء مستندات الشراء.
POS Profile is required.,ملف نقاط البيع مطلوب.
POS Profile must match the active POS Opening Shift profile.,يجب أن يتطابق ملف نقاط البيع مع ملف نوبة فتح نقاط البيع النشطة.
POS Profile must match the selected POS Opening Shift profile.,يجب أن يتطابق ملف نقاط البيع مع ملف نوبة فتح نقاط البيع المحددة.
POS Profile {} does not belongs to company {},الملف الشخصي لنقاط البيع {} لا ينتمي إلى الشركة {}
"POS Profile, Customer, and Items are required",ملف نقاط البيع والعميل والعناصر مطلوبة
POS Profiles,ملفات نقاط البيع
POS Sales Person Filter,فلتر مندوب المبيعات في نقاط البيع
POS Shift {0} is not open,نوبة نقاط البيع {0} غير مفتوحة
POS Transactions,معاملات نقاط البيع
POS credit redemption for Sales Invoice {0},استرداد رصيد نقاط البيع لفاتورة المبيعات {0}
POS expense recorded,تم تسجيل نفقة نقاط البيع
POS profile data is missing or invalid.,بيانات ملف نقاط البيع مفقودة أو غير صالحة.
Password,كلمة المرور
Pay {0},ادفع {0}
Payment,دفع
Payment Entry,تدوينات المدفوعات
Payment Entry is already created or payment account is not matched,قيد الدفع موجود بالفعل أو حساب الدفع غير متطابق
Payment Entry {0} has no unallocated amount remaining.,قيد الدفع {0} لا يوجد به مبلغ غير مخصص متبقٍ.
Payment Gateway Account not found,حساب بوابة الدفع غير موجود
Payment Reconciliation,دفع المصالحة
Payment Request for {0},طلب الدفع ل {0}
Payment amount cannot be less than or equal to 0,لا يمكن أن يكون مبلغ الدفعة أقل من أو يساوي 0
Payment amount must be greater than zero,يجب أن يكون مبلغ الدفع أكبر من صفر
Payment {0} is already fully allocated,الدفع {0} مخصص بالكامل بالفعل
Payments,المدفوعات
Pending,معلق
Period End Date,تاريخ انتهاء الفترة
Period Start Date,تاريخ بداية الفترة
Phone number,رقم الهاتف
Please enter the phone number first,الرجاء إدخال رقم الهاتف أولاً
Please select Coupon Code Based POS Offer.,يرجى اختيار عرض نقاط البيع القائم على رمز القسيمة.
Please select a customer before adding items to the cart,يرجى اختيار عميل قبل إضافة عناصر إلى السلة
Please select a customer before holding the order.,يرجى اختيار عميل قبل تعليق الطلب.
Please select the correct POS Offer with the same company.,يرجى اختيار عرض نقاط البيع الصحيح بنفس الشركة.
Please select the customer.,يرجى اختيار العميل.
Please set Default Payable Account in Company {0},يرجى تعيين حساب الدائنين الافتراضي في الشركة {0}
Please set default account for Mode of Payment {0} in company {1},يرجى تعيين الحساب الافتراضي لطريقة الدفع {0} في الشركة {1}
Point of Sale System,نظام نقاط البيع
Points Earned,النقاط المكتسبة
Points Redeemed,النقاط المستردة
Points Value,قيمة النقاط
"Positions are 1-indexed and counted on the full barcode. Example: 3310100010009 => prefix 331, item code 3310100, weight 1.000, check digit 9.",المواضع مُرقَّمة بدايةً من 1 وتُحسب على الباركود الكامل. مثال: 3310100010009 => بادئة 331، رمز العنصر 3310100، وزن 1.000، رقم التحقق 9.
Posting Date,تاريخ الترحيل
Prefix,بادئة
Prefix included in barcode,البادئة مضمنة في الباركود
Prefix length,طول البادئة
"Prefix length (for example, prefix 331 => length 3). Item/weight start positions still use full barcode positions.",طول البادئة (مثال: بادئة 331 => طول 3). لا تزال مواضع بداية العنصر/الوزن تستخدم مواضع الباركود الكامل.
Price,السعر
Price Discount Scheme ,نظام خصم السعر
Price List is required,قائمة الأسعار مطلوبة
Price decimals,عشريات السعر
Price digits,أرقام السعر
Price included in barcode,السعر مضمن في الباركود
Price starting position,موضع بداية السعر
Primary Customer Offer,العرض الأساسي للعميل
Print,طباعة
Print Format,تنسيق الطباعة
Print Labels,طباعة الملصقات
Print Last Invoice,طباعة آخر فاتورة
Process Return,معالجة الإرجاع
Process Return {0},معالجة الإرجاع {0}
Processing...,جارٍ المعالجة...
Product Discount Scheme,مخطط خصم المنتج
Profile,الملف الشخصي
Profiles List,قائمة الملفات الشخصية
Program,برنامج
Promo Type,نوع العرض الترويجي
Promotional,الترويجية
Promotional Schemes,المخططات الترويجية
Purchase,الشراء
Purchase Order is required.,طلب الشراء مطلوب.
Purchase Order {0} does not exist.,طلب الشراء {0} غير موجود.
Purchase Order {0} is not submitted.,لم يتم تقديم طلب الشراء {0}.
Purchase Order {0} processing failed: {1},فشلت معالجة طلب الشراء {0}: {1}
Purchase Orders,طلبات الشراء
Purchase Orders pending receipt at,طلبات الشراء بانتظار الاستلام في
Purchase order requires at least one item with quantity.,يتطلب طلب الشراء عنصراً واحداً على الأقل مع الكمية.
Purchase order requires at least one item.,يتطلب طلب الشراء عنصراً واحداً على الأقل.
Purchase orders,طلبات الشراء
Python package 'cryptography' is required for QZ Tray signing. Please install it on the server and retry.,حزمة Python 'cryptography' مطلوبة لتوقيع QZ Tray. يرجى تثبيتها على الخادم والمحاولة مرة أخرى.
QZ Certificate Missing,شهادة QZ مفقودة
QZ Certificate Ready,شهادة QZ جاهزة
"QZ Tray certificate generated successfully.<br><br>Download the certificate from POS Awesome and import it into QZ Tray on each POS machine, then restart QZ Tray.",تم إنشاء شهادة QZ Tray بنجاح.<br><br>قم بتنزيل الشهادة من POS Awesome واستيرادها إلى QZ Tray على كل جهاز نقاط بيع، ثم أعد تشغيل QZ Tray.
QZ Tray certificate not found. Ask an administrator to run Setup QZ Certificate.,شهادة QZ Tray غير موجودة. اطلب من المسؤول تشغيل إعداد شهادة QZ.
QZ certificate already exists.,شهادة QZ موجودة بالفعل.
QZ certificate generated successfully.,تم إنشاء شهادة QZ بنجاح.
Qty,الكمية
Qualifying Transaction / Item,المعاملة / العنصر المؤهل
Quantity and Amount Conditions,شروط الكمية والمبلغ
Quotation name is required,اسم عرض السعر مطلوب
Rate,سعر السلعة المفردة
Reason / Notes,السبب / الملاحظات
Receive,تسلم
Receive & Return,استلام وإرجاع
Receive Qty,كمية الاستلام
Receive Stock,استلام المخزون
Receive stock,استلام المخزون
Received at {0},تم الاستلام في {0}
Receiving at,الاستلام في
Receiving...,جارٍ الاستلام...
Recent Movements,الحركات الأخيرة
Record Deposit,تسجيل إيداع
Record Expense,تسجيل نفقة
Record a cash deposit,تسجيل إيداع نقدي
Record a cash withdrawal,تسجيل سحب نقدي
Redeem Points,استرداد النقاط
Referral Code,كود الإحالة
Referral Code is required,رمز الإحالة مطلوب
Referral Code {0} does not exist,رمز الإحالة {0} غير موجود
Referral Code {0} is disabled,رمز الإحالة {0} معطل
Referral Name,اسم المُحيل
Refresh,تحديث
Refund Amount,مبلغ الاسترداد
Reject Qty,كمية الرفض
Remaining,المتبقية
Remaining outstanding: {0} across {1} invoice(s).,المتبقي المستحق: {0} عبر {1} فاتورة (فواتير).
